cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
Convex,Fibrous,Red,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Flat,Scaly,Red,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Flat,Scaly,Gray,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,Poisonous
Flat,Smooth,White,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,Poisonous
Convex,Fibrous,Red,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,Edible
Convex,Fibrous,White,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,Edible
Convex,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Flat,Scaly,Brown,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,Edible
Flat,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Flat,Smooth,Brown,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,Poisonous
Flat,Fibrous,Red,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Convex,Smooth,White,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g,Poisonous
Convex,Fibrous,Red,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Red,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Gray,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,Poisonous
Convex,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,Edible
Flat,Scaly,Brown,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Convex,Smooth,Gray,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,Edible
Convex,Scaly,Red,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Convex,Smooth,White,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,Edible
Flat,Scaly,Gray,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,Edible
Convex,Smooth,Pink,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,Poisonous
Convex,Scaly,Brown,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Convex,Fibrous,White,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,Edible
Convex,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Flat,Scaly,Red,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,Edible
Flat,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Gray,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,Edible
Convex,Fibrous,Gray,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,Poisonous
Convex,Fibrous,Red,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Flat,Smooth,White,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,Poisonous
Flat,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Gray,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,Edible
Convex,Fibrous,Brown,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Red,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Gray,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,Edible
Flat,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,Edible
Flat,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,Edible
Flat,Smooth,Gray,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Flat,Smooth,White,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,Edible
Convex,Scaly,Brown,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Brown,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,Edible
Flat,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Smooth,Pink,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,Poisonous
Flat,Scaly,Gray,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Flat,Smooth,Brown,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,Poisonous
Convex,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Flat,Smooth,White,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,Edible
Convex,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Brown,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Flat,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Flat,Scaly,Brown,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Flat,Scaly,Brown,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Flat,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Red,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Red,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,Edible
Convex,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,Edible
Convex,Fibrous,White,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,Edible
Flat,Scaly,Gray,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,Edible
Flat,Smooth,Gray,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,Edible
Flat,Fibrous,Brown,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Flat,Scaly,White,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,Poisonous
Convex,Scaly,Gray,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Gray,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,Edible
Convex,Scaly,Red,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,Edible
Convex,Scaly,Gray,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,Edible
Flat,Fibrous,Brown,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,Edible
Convex,Fibrous,Red,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,Edible
Flat,Smooth,White,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,Edible
Convex,Scaly,Brown,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,Edible
Convex,Fibrous,Gray,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,Edible
